short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
Danilo,24,182,74,Brazil,OGC Nice,French Ligue 1,74,78,7000000,25000,"CM, CB",Right,1,3,3,Medium/Medium,Normal,No,13800000.0,,SUB,21.0,,2018-07-01,2021.0,,,68.0,65.0,72.0,72.0,74.0,77.0,,,,,,,"Dives Into Tackles (AI), Playmaker (AI)",63,59,76,77,65,72,71,71,71,74,67,68,68,73,65,72,83,78,76,68,77,73,75,73,60,80,,75,71,13,6,11,11,14,71+2,71+2,71+2,70+0,71+0,71+0,71+0,70+0,72+2,72+2,72+2,71+2,74+2,74+2,74+2,71+2,72+2,74+2,74+2,74+2,72+2,72+2,74+2,74+2,74+2,72+2
K. Ehizibue,25,189,78,Netherlands,1. FC Köln,German 1. Bundesliga,74,78,6500000,21000,"RB, RM",Right,1,2,3,High/High,Normal,No,12200000.0,#Speedster,RB,19.0,,2019-07-01,2023.0,,,90.0,57.0,64.0,71.0,68.0,80.0,,,,,,,Long Throw-in,71,54,67,66,42,74,57,38,66,71,86,94,67,67,56,70,74,85,79,56,78,65,64,62,44,70,,68,70,13,10,7,11,11,67+2,67+2,67+2,70+0,68+0,68+0,68+0,70+0,67+2,67+2,67+2,71+2,67+2,67+2,67+2,71+2,72+2,69+2,69+2,69+2,72+2,72+2,70+2,70+2,70+2,72+2
A. Ounas,23,172,65,Algeria,Napoli,Italian Serie A,74,78,7500000,44000,"RW, LW, CF",Left,1,4,4,Medium/Low,Lean,No,13300000.0,,RES,39.0,,2017-07-04,2022.0,,,84.0,66.0,71.0,79.0,44.0,64.0,,,,,,,,68,64,51,75,66,80,72,62,65,78,87,82,89,62,80,70,61,72,55,69,79,47,69,74,60,65,,54,47,8,6,8,7,12,68+2,68+2,68+2,74+0,73+0,73+0,73+0,74+0,74+2,74+2,74+2,74+2,70+2,70+2,70+2,74+2,63+2,61+2,61+2,61+2,63+2,60+2,53+2,53+2,53+2,60+2
R. Marin,24,178,70,Romania,Cagliari,Italian Serie A,74,78,7000000,24000,"CM, CDM",Right,1,4,4,Medium/Medium,Normal,Yes,,,CM,8.0,Ajax,,2021.0,,,67.0,73.0,78.0,74.0,61.0,69.0,,,,,,,Long Shot Taker (AI),76,67,55,79,73,73,78,76,80,76,69,66,73,69,70,84,65,75,65,78,71,67,68,76,76,71,,61,58,11,14,6,8,8,70+2,70+2,70+2,73+0,72+0,72+0,72+0,73+0,74+2,74+2,74+2,73+2,74+2,74+2,74+2,73+2,69+2,70+2,70+2,70+2,69+2,67+2,64+2,64+2,64+2,67+2
M. Gregoritsch,26,193,87,Austria,FC Augsburg,German 1. Bundesliga,74,77,7000000,26000,"ST, CAM",Left,2,3,4,Medium/Low,Normal,Yes,13100000.0,,CAM,11.0,,2017-07-05,2022.0,SUB,11.0,57.0,74.0,72.0,70.0,41.0,70.0,,,,,,,"Power Free-Kick, Finesse Shot, Long Shot Taker (AI), Outside Foot Shot",65,73,73,74,75,72,81,76,70,74,55,59,59,75,52,79,34,69,79,73,58,33,72,73,64,68,,40,38,10,6,9,16,6,73+2,73+2,73+2,70+0,72+0,72+0,72+0,70+0,72+2,72+2,72+2,70+2,69+2,69+2,69+2,70+2,57+2,58+2,58+2,58+2,57+2,54+2,52+2,52+2,52+2,54+2
B. Raman,25,172,67,Belgium,FC Schalke 04,German 1. Bundesliga,74,77,7000000,25000,"ST, RM, LM",Right,1,4,3,Medium/Medium,Lean,Yes,12400000.0,,LS,9.0,,2019-07-05,2024.0,,,82.0,76.0,68.0,81.0,33.0,58.0,,,,,,,Speed Dribbler (AI),67,78,64,74,73,81,72,67,57,77,89,76,89,78,85,76,71,79,41,74,73,31,77,64,65,73,,33,31,13,8,16,10,8,74+2,74+2,74+2,77+0,77+0,77+0,77+0,77+0,75+2,75+2,75+2,75+2,68+2,68+2,68+2,75+2,59+2,54+2,54+2,54+2,59+2,55+2,46+2,46+2,46+2,55+2
Fede Vico,25,176,70,Spain,Granada CF,Spain Primera Division,74,77,7000000,21000,"CAM, RM, LM",Left,1,3,4,Medium/Medium,Lean,No,15200000.0,,CAM,14.0,,2019-07-01,2021.0,,,72.0,66.0,75.0,77.0,49.0,50.0,,,,,,,"Playmaker (AI), Technical Dribbler (AI)",75,68,43,77,47,77,74,65,74,76,74,71,76,65,87,64,66,62,44,67,48,53,72,75,73,66,,56,54,9,13,12,13,13,66+2,66+2,66+2,73+0,72+0,72+0,72+0,73+0,74+2,74+2,74+2,73+2,71+2,71+2,71+2,73+2,64+2,62+2,62+2,62+2,64+2,61+2,53+2,53+2,53+2,61+2
V. Verre,26,181,70,Italy,Sampdoria,Italian Serie A,74,77,7000000,17000,"CAM, CF, CM",Right,1,4,3,Medium/Medium,Lean,No,13100000.0,,SUB,8.0,,2017-01-31,2021.0,,,68.0,74.0,73.0,75.0,65.0,66.0,,,,,,,"Finesse Shot, Flair",70,74,66,75,70,74,72,72,70,77,71,66,72,76,75,75,70,72,62,72,66,64,75,73,75,72,,65,65,5,13,9,8,11,73+2,73+2,73+2,73+0,74+0,74+0,74+0,73+0,74+2,74+2,74+2,73+2,73+2,73+2,73+2,73+2,70+2,69+2,69+2,69+2,70+2,69+2,66+2,66+2,66+2,69+2
E. Krafth,25,181,72,Sweden,Newcastle United,English Premier League,74,77,6000000,29000,RB,Right,1,3,3,High/Medium,Normal,No,11900000.0,,SUB,17.0,,2019-08-08,2023.0,RB,16.0,70.0,52.0,66.0,70.0,73.0,70.0,,,,,,,Long Throw-in,68,41,64,70,46,68,70,54,62,71,64,74,72,74,69,70,68,75,67,58,72,72,52,60,54,72,,75,73,8,13,15,14,7,61+2,61+2,61+2,64+0,63+0,63+0,63+0,64+0,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,72+2,71+2,71+2,71+2,72+2,72+2,71+2,71+2,71+2,72+2
B. Osborn,25,176,75,England,Sheffield United,English Premier League,74,77,6000000,26000,"LWB, CM",Left,1,3,3,High/Medium,Normal,Yes,11900000.0,,SUB,23.0,,2019-07-26,2022.0,,,75.0,65.0,72.0,73.0,67.0,60.0,,,,,,,"Solid Player, Team Player",73,61,48,73,68,71,71,70,68,73,76,74,79,68,83,73,33,87,53,69,48,67,64,72,42,67,,69,68,10,11,13,7,15,66+2,66+2,66+2,71+0,69+0,69+0,69+0,71+0,71+2,71+2,71+2,72+2,71+2,71+2,71+2,72+2,72+2,69+2,69+2,69+2,72+2,71+2,63+2,63+2,63+2,71+2
R. Durmisi,26,168,67,Denmark,Lazio,Italian Serie A,74,77,6000000,39000,"LB, LWB, LM",Left,1,3,3,High/Medium,Stocky,Yes,10700000.0,,RES,39.0,,2018-07-01,2023.0,,,78.0,61.0,72.0,73.0,70.0,67.0,,,,,,,"Flair, Speed Dribbler (AI)",74,53,70,74,54,73,72,71,63,73,75,80,72,69,80,79,78,78,55,67,82,69,60,72,40,64,,72,70,10,6,6,11,11,67+2,67+2,67+2,70+0,69+0,69+0,69+0,70+0,70+2,70+2,70+2,71+2,70+2,70+2,70+2,71+2,73+2,71+2,71+2,71+2,73+2,72+2,70+2,70+2,70+2,72+2
I. Bebou,26,184,78,Togo,TSG 1899 Hoffenheim,German 1. Bundesliga,74,77,7000000,31000,"ST, RM, LW",Right,1,3,4,Medium/Medium,Lean,Yes,12400000.0,#Speedster,ST,9.0,,2019-07-01,2023.0,,,92.0,72.0,66.0,79.0,34.0,63.0,,,,,,,Speed Dribbler (AI),68,76,58,73,68,80,63,46,53,77,91,93,83,74,74,68,69,75,64,67,43,31,76,68,67,66,,35,33,10,11,12,11,11,74+2,74+2,74+2,77+0,76+0,76+0,76+0,77+0,75+2,75+2,75+2,76+1,67+2,67+2,67+2,76+1,59+2,53+2,53+2,53+2,59+2,56+2,46+2,46+2,46+2,56+2
J. Ledesma,27,186,83,Argentina,Cádiz CF,Spain Primera Division,74,77,4900000,19000,GK,Right,1,2,1,Medium/Medium,Stocky,No,,,SUB,34.0,Rosario Central,,2021.0,,,,,,,,,75.0,71.0,64.0,75.0,45.0,73.0,,15,13,15,31,14,15,16,13,22,11,49,42,40,72,50,48,67,40,60,20,23,20,13,36,22,41,,13,12,75,71,64,73,75,28+2,28+2,28+2,26+0,27+0,27+0,27+0,26+0,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,26+2,26+2,26+2,26+2,26+2,26+2,25+2,25+2,25+2,26+2
A. Zeneli,25,176,72,Kosovo,Stade de Reims,French Ligue 1,74,77,7000000,21000,"LM, LW",Right,1,3,4,Medium/Medium,Normal,No,14500000.0,,LM,10.0,,2019-01-26,2024.0,,,83.0,70.0,69.0,80.0,35.0,58.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",73,68,50,69,62,83,78,67,56,77,84,83,83,69,78,77,31,68,55,69,61,38,65,71,71,70,,33,24,10,8,10,7,14,69+2,69+2,69+2,75+0,73+0,73+0,73+0,75+0,73+2,73+2,73+2,73+2,66+2,66+2,66+2,73+2,58+2,53+2,53+2,53+2,58+2,54+2,45+2,45+2,45+2,54+2
A. Briançon,25,185,79,France,Nîmes Olympique,French Ligue 1,74,77,6500000,18000,CB,Right,1,2,2,Medium/High,Stocky,No,13500000.0,,RCB,23.0,,2014-07-01,2022.0,,,57.0,48.0,59.0,54.0,74.0,79.0,,,,,,,"Solid Player, Long Passer (AI)",36,34,74,73,40,45,41,39,67,65,64,51,56,69,62,68,73,75,81,60,81,76,49,59,43,71,,74,72,15,7,13,13,12,57+2,57+2,57+2,54+0,57+0,57+0,57+0,54+0,59+2,59+2,59+2,56+2,65+2,65+2,65+2,56+2,65+2,72+2,72+2,72+2,65+2,67+2,74+2,74+2,74+2,67+2
R. Assalé,26,167,67,Ivory Coast,Dijon FCO,French Ligue 1,74,77,7000000,15000,ST,Right,1,3,3,High/Medium,Stocky,No,14500000.0,"#Speedster, #Acrobat",ST,15.0,,2020-09-05,2024.0,SUB,13.0,90.0,73.0,68.0,81.0,29.0,51.0,,,,,,,"Dives Into Tackles (AI), Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",68,77,54,72,69,81,62,60,57,77,92,88,91,81,89,76,48,77,42,66,40,21,77,71,56,67,,35,26,13,15,7,14,9,74+2,74+2,74+2,78+,77+0,77+0,77+0,78+,76+1,76+1,76+1,77+0,68+2,68+2,68+2,77+0,58+2,51+2,51+2,51+2,58+2,54+2,41+2,41+2,41+2,54+2
O. Colley,27,191,87,Gambia,Sampdoria,Italian Serie A,74,77,6000000,16000,CB,Left,1,3,2,Medium/High,Lean,No,11300000.0,#Strength,SUB,15.0,,2018-07-01,2022.0,,,66.0,31.0,48.0,52.0,72.0,83.0,,,,,,,,44,28,79,62,24,44,38,37,52,62,54,75,59,72,44,41,62,76,88,31,84,70,28,32,33,70,,77,74,8,7,7,14,13,51+2,51+2,51+2,49+0,48+0,48+0,48+0,49+0,49+2,49+2,49+2,52+2,54+2,54+2,54+2,52+2,66+2,67+2,67+2,67+2,66+2,68+2,74+2,74+2,74+2,68+2
S. Thioub,25,179,75,Senegal,Angers SCO,French Ligue 1,74,77,7000000,20000,"RM, RW, LM",Left,1,4,3,Medium/Medium,Normal,No,14500000.0,,SUB,22.0,,2019-07-23,2023.0,,,79.0,72.0,69.0,75.0,30.0,68.0,,,,,,,"Finesse Shot, Technical Dribbler (AI)",71,73,54,72,68,77,69,61,63,76,77,81,66,69,76,71,53,71,81,74,36,21,72,66,67,67,,21,16,8,12,7,16,13,72+2,72+2,72+2,74+0,73+0,73+0,73+0,74+0,72+2,72+2,72+2,73+2,66+2,66+2,66+2,73+2,54+2,51+2,51+2,51+2,54+2,50+2,43+2,43+2,43+2,50+2
Iván Alejo,25,184,76,Spain,Cádiz CF,Spain Primera Division,74,77,7000000,24000,"RM, LM",Right,1,3,3,Medium/Medium,Lean,Yes,15900000.0,,LM,14.0,,2020-08-04,2025.0,,,77.0,70.0,73.0,75.0,43.0,59.0,,,,,,,Technical Dribbler (AI),77,73,47,75,56,78,70,68,71,75,73,80,71,69,56,70,68,61,63,73,45,39,69,68,47,61,,39,42,9,12,14,14,10,69+2,69+2,69+2,74+0,73+0,73+0,73+0,74+0,73+2,73+2,73+2,73+2,68+2,68+2,68+2,73+2,61+2,58+2,58+2,58+2,61+2,58+2,51+2,51+2,51+2,58+2
Bernardo,25,186,76,Brazil,Brighton & Hove Albion,English Premier League,74,77,6000000,39000,"LB, LWB",Left,1,3,3,Medium/Medium,Normal,Yes,11900000.0,,SUB,30.0,,2018-07-05,2022.0,,,71.0,49.0,62.0,69.0,73.0,72.0,,,,,,,,67,30,67,70,53,68,47,32,58,71,68,74,63,73,66,72,78,74,70,68,74,72,62,58,43,70,,75,76,15,12,13,14,12,62+2,62+2,62+2,64+0,64+0,64+0,64+0,64+0,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,72+2,71+2,71+2,71+2,72+2,72+2,73+2,73+2,73+2,72+2
J. Brenet,26,181,74,Netherlands,TSG 1899 Hoffenheim,German 1. Bundesliga,74,76,6000000,26000,"LB, RB, RWB",Right,1,3,3,High/Medium,Lean,No,10700000.0,,SUB,2.0,,2018-07-01,2022.0,,,85.0,36.0,61.0,72.0,70.0,69.0,,,,,,,Early Crosser,70,36,65,68,35,74,30,31,61,69,86,84,69,71,69,30,59,74,66,31,71,70,58,56,56,62,,70,75,16,11,13,10,9,57+2,57+2,57+2,65+0,62+0,62+0,62+0,65+0,63+2,63+2,63+2,68+2,64+2,64+2,64+2,68+2,72+2,69+2,69+2,69+2,72+2,72+2,70+2,70+2,70+2,72+2
T. Kolodziejczak,28,185,75,France,AS Saint-Étienne,French Ligue 1,74,75,5500000,26000,"CB, LB",Left,2,2,2,High/Medium,Normal,Yes,11400000.0,,LCB,5.0,,2020-07-01,2022.0,,,70.0,37.0,67.0,60.0,74.0,79.0,,,,,,,Power Header,74,26,72,72,30,55,59,34,67,65,71,69,66,71,52,47,81,79,80,43,75,75,62,62,49,65,,75,75,14,6,10,16,7,56+2,56+2,56+2,61+0,59+0,59+0,59+0,61+0,61+2,61+2,61+2,64+2,66+2,66+2,66+2,64+2,72+2,72+2,72+2,72+2,72+2,73+2,74+1,74+1,74+1,73+2
E. Mangala,29,187,84,France,Valencia CF,Spain Primera Division,74,75,5500000,27000,CB,Left,2,4,2,Medium/High,Stocky,Yes,12000000.0,#Strength,LCB,4.0,,2019-08-12,2021.0,,,59.0,42.0,53.0,51.0,74.0,80.0,,,,,,,"Dives Into Tackles (AI), Power Header",53,27,76,58,44,46,47,48,56,52,55,63,60,62,59,67,84,57,88,48,88,71,39,47,48,61,,77,76,10,13,6,10,14,53+2,53+2,53+2,49+0,50+0,50+0,50+0,49+0,50+2,50+2,50+2,51+2,54+2,54+2,54+2,51+2,63+2,66+2,66+2,66+2,63+2,65+2,74+1,74+1,74+1,65+2
Álex Fernández,27,182,72,Spain,Cádiz CF,Spain Primera Division,74,75,6500000,25000,"CAM, CDM",Right,1,4,3,Medium/Medium,Lean,No,14800000.0,,CAM,8.0,,2017-08-07,2022.0,,,60.0,71.0,76.0,72.0,66.0,64.0,,,,,,,"Dives Into Tackles (AI), Playmaker (AI)",68,72,58,82,45,73,71,69,78,74,65,55,68,68,68,68,55,75,59,74,64,65,70,76,85,75,,69,66,16,14,12,16,6,68+2,68+2,68+2,71+0,71+0,71+0,71+0,71+0,74+1,74+1,74+1,72+2,75+0,75+0,75+0,72+2,69+2,71+2,71+2,71+2,69+2,68+2,65+2,65+2,65+2,68+2
G. Caprari,26,176,72,Italy,Benevento,Italian Serie A,74,75,6500000,18000,"CF, ST",Right,2,3,3,Medium/Low,Normal,No,,#Acrobat,RF,33.0,Sampdoria,,2021.0,,,84.0,68.0,70.0,81.0,20.0,49.0,,,,,,,"Flair, Technical Dribbler (AI)",66,68,47,74,66,81,74,75,62,79,89,80,91,69,89,68,34,65,51,70,30,16,69,72,56,69,,13,12,9,8,14,6,11,69+2,69+2,69+2,75+0,74+0,74+0,74+0,75+0,75+0,75+0,75+0,74+1,66+2,66+2,66+2,74+1,51+2,46+2,46+2,46+2,51+2,46+2,33+2,33+2,33+2,46+2
J. Bryan,26,174,76,England,Fulham,English Premier League,74,75,5500000,65000,"LB, LWB",Left,1,4,3,High/High,Normal,Yes,10900000.0,#Engine,LB,23.0,,2018-08-09,2023.0,,,78.0,64.0,68.0,69.0,69.0,75.0,,,,,,,,74,61,67,69,45,66,68,60,64,67,79,78,79,67,86,71,90,87,71,67,66,72,68,63,61,64,,72,72,13,14,14,9,14,67+2,67+2,67+2,69+0,68+0,68+0,68+0,69+0,67+2,67+2,67+2,70+2,68+2,68+2,68+2,70+2,72+2,69+2,69+2,69+2,72+2,72+2,70+2,70+2,70+2,72+2
Vadillo,25,180,70,Spain,RC Celta,Spain Primera Division,74,75,6500000,19000,"RM, LM",Right,1,3,4,Medium/Medium,Lean,No,14100000.0,,SUB,7.0,,2020-08-04,2023.0,,,86.0,68.0,68.0,80.0,34.0,52.0,,,,,,,"Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",72,67,55,69,48,81,67,72,61,79,85,86,88,66,72,76,69,60,48,67,47,39,68,67,71,66,,26,25,6,7,13,10,7,69+2,69+2,69+2,75+0,73+0,73+0,73+0,75+0,73+2,73+2,73+2,73+2,65+2,65+2,65+2,73+2,57+2,52+2,52+2,52+2,57+2,53+2,44+2,44+2,44+2,53+2
D. Ward,27,191,88,Wales,Leicester City,English Premier League,74,75,4600000,43000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,9100000.0,,SUB,12.0,,2018-07-21,2022.0,SUB,12.0,,,,,,,75.0,72.0,66.0,75.0,45.0,73.0,,13,11,13,30,13,19,15,14,42,23,46,44,38,70,53,50,67,22,60,16,32,20,7,38,20,56,,20,18,75,72,66,73,75,28+2,28+2,28+2,27+0,28+0,28+0,28+0,27+0,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,26+2,29+2,29+2,29+2,26+2,26+2,27+2,27+2,27+2,26+2
A. Duncan,27,178,78,Ghana,Fiorentina,Italian Serie A,74,75,6500000,40000,CM,Left,2,3,3,Medium/High,Normal,No,11500000.0,,SUB,8.0,,2020-09-01,2022.0,,,70.0,63.0,73.0,72.0,76.0,75.0,,,,,,,Long Shot Taker (AI),73,50,68,79,58,71,64,50,76,74,74,67,71,77,71,83,78,78,69,78,86,79,68,67,44,76,,80,76,9,8,8,6,8,69+2,69+2,69+2,70+0,70+0,70+0,70+0,70+0,71+2,71+2,71+2,72+2,74+1,74+1,74+1,72+2,76+,77+,77+,77+,76+,76+,76+,76+,76+,76+
Kévin Rodrigues,26,170,70,Portugal,SD Eibar,Spain Primera Division,74,75,6500000,23000,"LM, LB",Left,1,3,3,Medium/High,Normal,Yes,,,SUB,24.0,Real Sociedad,,2021.0,,,68.0,59.0,75.0,72.0,70.0,60.0,,,,,,,,79,65,73,80,42,70,65,51,76,76,70,67,68,72,78,58,60,64,60,50,55,65,72,70,50,65,,75,76,11,14,11,15,16,68+2,68+2,68+2,71+0,70+0,70+0,70+0,71+0,72+2,72+2,72+2,73+2,72+2,72+2,72+2,73+2,72+2,71+2,71+2,71+2,72+2,72+2,69+2,69+2,69+2,72+2
M. Benassi,25,184,80,Italy,Hellas Verona,Italian Serie A,74,75,6500000,22000,CM,Right,2,3,3,High/Medium,Normal,No,,,RF,24.0,Fiorentina,,2021.0,,,61.0,70.0,73.0,76.0,70.0,73.0,,,,,,,,68,66,68,78,70,76,68,64,74,78,63,60,72,72,68,80,66,76,72,74,74,70,74,70,52,72,,74,70,11,7,5,12,14,72+2,72+2,72+2,72+0,73+0,73+0,73+0,72+0,73+2,73+2,73+2,72+2,74+1,74+1,74+1,72+2,72+2,73+2,73+2,73+2,72+2,71+2,71+2,71+2,71+2,71+2
Kwon Chang Hoon,26,173,72,Korea Republic,SC Freiburg,German 1. Bundesliga,74,75,6500000,22000,"RM, CF",Left,1,3,4,Medium/Medium,Normal,No,12200000.0,,SUB,28.0,,2019-07-01,2024.0,,,70.0,70.0,73.0,78.0,51.0,58.0,,,,,,,"Flair, Playmaker (AI), Technical Dribbler (AI)",74,71,64,75,63,76,75,66,68,77,75,65,85,76,84,69,53,68,48,75,71,57,70,75,55,76,,52,51,7,16,9,8,8,70+2,70+2,70+2,74+0,73+0,73+0,73+0,74+0,74+1,74+1,74+1,73+2,72+2,72+2,72+2,73+2,65+2,63+2,63+2,63+2,65+2,63+2,57+2,57+2,57+2,63+2
S. Adamyan,27,184,78,Armenia,TSG 1899 Hoffenheim,German 1. Bundesliga,74,75,6500000,28000,"CAM, ST, LM",Right,1,3,4,High/Medium,Normal,No,11500000.0,,SUB,23.0,,2019-07-01,2022.0,,,80.0,73.0,64.0,77.0,37.0,70.0,,,,,,,"Flair, Technical Dribbler (AI)",58,77,63,73,71,79,57,39,58,75,79,81,79,72,73,72,73,75,68,69,66,22,74,69,60,65,,25,26,14,15,10,15,10,74+1,74+1,74+1,74+0,75+0,75+0,75+0,74+0,74+1,74+1,74+1,73+2,66+2,66+2,66+2,73+2,56+2,54+2,54+2,54+2,56+2,53+2,49+2,49+2,49+2,53+2
J. Calleri,26,181,72,Argentina,CA Osasuna,Spain Primera Division,74,75,6500000,28000,ST,Right,1,2,4,High/Medium,Normal,No,14100000.0,,SUB,16.0,,2016-01-18,2025.0,,,66.0,74.0,62.0,74.0,47.0,72.0,,,,,,,Outside Foot Shot,56,74,78,67,71,73,62,38,59,74,65,67,71,78,76,78,81,73,71,71,69,37,80,67,76,74,,39,32,11,12,8,8,6,74+1,74+1,74+1,71+0,73+0,73+0,73+0,71+0,71+2,71+2,71+2,70+2,67+2,67+2,67+2,70+2,57+2,58+2,58+2,58+2,57+2,56+2,56+2,56+2,56+2,56+2
S. Cristóforo,26,175,68,Uruguay,Fiorentina,Italian Serie A,74,75,6000000,37000,"CDM, CM, LM",Right,2,3,3,Medium/Medium,Normal,No,10700000.0,,RES,19.0,,2017-07-20,2021.0,,,54.0,58.0,67.0,68.0,72.0,68.0,,,,,,,Injury Prone,52,50,58,76,36,64,59,35,78,72,64,46,74,68,81,73,70,69,65,68,75,76,60,70,59,70,,75,72,9,14,12,14,15,62+2,62+2,62+2,63+0,65+0,65+0,65+0,63+0,67+2,67+2,67+2,65+2,71+2,71+2,71+2,65+2,68+2,73+2,73+2,73+2,68+2,68+2,71+2,71+2,71+2,68+2
M. Doumbia,25,173,68,Mali,Stade de Reims,French Ligue 1,74,75,6500000,21000,LM,Right,1,2,3,High/Medium,Lean,No,13500000.0,,RES,25.0,,2018-07-01,2022.0,,,82.0,69.0,69.0,77.0,38.0,63.0,,,,,,,,69,68,42,73,66,77,66,62,66,75,82,82,81,68,84,73,70,74,62,68,48,28,70,67,58,64,,37,44,8,12,8,8,8,69+2,69+2,69+2,73+0,72+0,72+0,72+0,73+0,72+2,72+2,72+2,73+2,67+2,67+2,67+2,73+2,60+2,56+2,56+2,56+2,60+2,56+2,48+2,48+2,48+2,56+2
Luis Rioja,26,175,68,Spain,Deportivo Alavés,Spain Primera Division,74,75,6500000,21000,LM,Left,1,4,3,High/Medium,Normal,No,14100000.0,,LM,11.0,,2019-07-01,2023.0,,,80.0,67.0,69.0,76.0,32.0,52.0,,,,,,,Early Crosser,73,69,32,70,43,75,67,68,65,74,84,77,85,71,81,75,71,73,45,57,36,27,70,65,69,59,,26,28,6,9,10,12,14,66+2,66+2,66+2,73+0,71+0,71+0,71+0,73+0,71+2,71+2,71+2,73+2,65+2,65+2,65+2,73+2,57+2,51+2,51+2,51+2,57+2,52+2,41+2,41+2,41+2,52+2
F. Andone,27,180,78,Romania,Brighton & Hove Albion,English Premier League,74,75,6500000,49000,ST,Right,2,3,3,High/High,Normal,Yes,12800000.0,,RES,21.0,,2018-06-08,2023.0,,,75.0,74.0,62.0,73.0,52.0,77.0,,,,,,,"Long Shot Taker (AI), Team Player",62,73,75,65,73,70,58,55,53,75,77,74,77,79,68,77,81,79,71,72,86,51,78,67,74,80,,54,38,8,6,11,15,6,74+1,74+1,74+1,72+0,73+0,73+0,73+0,72+0,71+2,71+2,71+2,71+2,67+2,67+2,67+2,71+2,62+2,62+2,62+2,62+2,62+2,61+2,61+2,61+2,61+2,61+2
Lekue,27,180,72,Spain,Athletic Club de Bilbao,Spain Primera Division,74,75,5500000,18000,"RB, RW, LB",Right,1,3,3,High/Medium,Lean,Yes,12000000.0,,SUB,15.0,,2015-08-25,2023.0,,,83.0,64.0,69.0,73.0,69.0,70.0,,,,,,,Early Crosser,71,67,62,72,41,74,69,56,64,73,87,79,72,72,71,60,67,74,70,68,67,72,71,70,53,66,,69,69,15,16,13,13,9,69+2,69+2,69+2,73+0,72+0,72+0,72+0,73+0,72+2,72+2,72+2,73+2,71+2,71+2,71+2,73+2,72+2,70+2,70+2,70+2,72+2,72+2,69+2,69+2,69+2,72+2
R. Klavan,34,187,78,Estonia,Cagliari,Italian Serie A,74,74,2100000,25000,CB,Left,2,3,2,Medium/Medium,Normal,Yes,3800000.0,,LCB,15.0,,2018-08-17,2021.0,,,38.0,48.0,63.0,60.0,76.0,63.0,,,,,,,,52,38,78,72,34,56,48,34,73,68,42,35,55,71,54,67,70,36,70,56,77,74,38,60,44,67,,78,75,11,15,11,10,12,56+2,56+2,56+2,54+0,56+0,56+0,56+0,54+0,59+2,59+2,59+2,55+2,64+2,64+2,64+2,55+2,63+2,71+2,71+2,71+2,63+2,65+2,74+0,74+0,74+0,65+2
Rubén,36,188,79,Spain,CA Osasuna,Spain Primera Division,74,74,950000,13000,GK,Right,1,2,1,Medium/Medium,Normal,No,2000000.0,,SUB,13.0,,2018-07-05,2021.0,,,,,,,,,73.0,72.0,73.0,75.0,45.0,74.0,Comes For Crosses,12,14,12,31,11,15,11,28,32,20,44,46,57,67,55,55,75,41,60,20,33,18,14,49,25,58,,13,12,73,72,73,74,75,29+2,29+2,29+2,28+0,29+0,29+0,29+0,28+0,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,26+2,29+2,29+2,29+2,26+2,26+2,26+2,26+2,26+2,26+2
