short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
G. Carrillo,29,191,87,Argentina,Southampton,English Premier League,73,73,4000000,44000,ST,Right,1,3,3,Medium/Medium,Normal,Yes,7600000.0,NoTag,RES,32.0,,2018-01-25,2021.0,,,52.0,75.0,54.0,71.0,39.0,74.0,,,,,,,Power Header,34,76,83,64,77,71,46,36,57,75,43,59,64,71,56,76,77,67,78,72,72,34,78,59,75,70,,29,26,10,11,6,9,12,73+0,73+0,73+0,65+0,70+0,70+0,70+0,65+0,68+2,68+2,68+2,63+2,63+2,63+2,63+2,63+2,49+2,54+2,54+2,54+2,49+2,48+2,52+2,52+2,52+2,48+2
Edgar Méndez,30,187,78,Spain,Deportivo Alavés,Spain Primera Division,73,73,3800000,19000,"RM, RW, LM",Right,1,2,3,High/Medium,Normal,No,8000000.0,NoTag,RM,16.0,,2020-01-31,2022.0,,,76.0,71.0,70.0,70.0,43.0,77.0,,,,,,,Speed Dribbler (AI),73,70,69,73,71,72,72,43,68,73,78,74,65,64,54,75,70,73,81,66,74,42,78,70,68,68,,45,34,13,16,11,6,14,73+0,73+0,73+0,72+0,72+0,72+0,72+0,72+0,72+1,72+1,72+1,72+1,68+2,68+2,68+2,72+1,60+2,59+2,59+2,59+2,60+2,57+2,55+2,55+2,55+2,57+2
Enric Gallego,33,189,87,Spain,CA Osasuna,Spain Primera Division,73,73,2500000,26000,ST,Left,1,3,3,High/Medium,Normal,No,5300000.0,NoTag,SUB,19.0,,2020-07-01,2022.0,,,59.0,76.0,56.0,68.0,25.0,71.0,,,,,,,Power Header,43,79,79,65,62,68,50,43,45,73,64,54,53,70,58,77,67,58,82,70,60,20,77,65,73,74,,17,18,10,14,10,12,10,73+0,73+0,73+0,67+0,71+0,71+0,71+0,67+0,68+2,68+2,68+2,64+2,60+2,60+2,60+2,64+2,45+2,46+2,46+2,46+2,45+2,42+2,43+2,43+2,43+2,42+2
M. Bülter,27,188,85,Germany,1. FC Union Berlin,German 1. Bundesliga,73,73,4200000,26000,"LW, CF",Right,1,3,3,Medium/High,Normal,No,7600000.0,NoTag,SUB,15.0,,2020-06-01,2021.0,,,79.0,73.0,66.0,74.0,48.0,73.0,,,,,,,"Speed Dribbler (AI), Technical Dribbler (AI)",71,74,58,69,68,75,70,45,62,73,77,80,72,68,72,80,44,74,78,70,65,39,72,65,55,68,,48,39,7,7,6,14,13,72+1,72+1,72+1,73+0,72+0,72+0,72+0,73+0,71+2,71+2,71+2,72+1,67+2,67+2,67+2,72+1,62+2,59+2,59+2,59+2,62+2,59+2,56+2,56+2,56+2,59+2
Pedro Neto,20,172,62,Portugal,Wolverhampton Wanderers,English Premier League,72,83,5500000,39000,"LW, CF, RW",Left,1,3,4,High/Medium,Normal,Yes,11600000.0,NoTag,LW,7.0,,2019-08-05,2024.0,,,85.0,66.0,62.0,78.0,28.0,48.0,,,,,,,Speed Dribbler (AI),63,68,49,65,58,79,61,51,56,75,86,85,86,65,80,66,52,61,46,62,36,23,67,63,62,64,,23,17,6,13,7,12,6,67+2,67+2,67+2,72+0,71+0,71+0,71+0,72+0,70+2,70+2,70+2,70+2,62+2,62+2,62+2,70+2,52+2,46+2,46+2,46+2,52+2,48+2,38+2,38+2,38+2,48+2
A. Olsen,20,188,75,Denmark,Bologna,Italian Serie A,72,83,5500000,18000,"RW, ST, CAM",Left,1,4,3,Medium/Low,Normal,No,11000000.0,NoTag,SUB,11.0,,2019-07-24,2024.0,,,82.0,71.0,65.0,74.0,35.0,66.0,,,,,,,"Finesse Shot, Speed Dribbler (AI)",65,72,64,68,59,75,70,62,60,74,83,82,70,64,74,74,69,65,67,71,62,24,74,65,68,68,,34,24,13,8,7,7,11,72+2,72+2,72+2,72+0,72+0,72+0,72+0,72+0,71+2,71+2,71+2,71+2,64+2,64+2,64+2,71+2,54+2,52+2,52+2,52+2,54+2,51+2,47+2,47+2,47+2,51+2
M. Barrow,21,183,70,Gambia,Bologna,Italian Serie A,72,83,5500000,18000,ST,Right,1,3,3,Medium/Medium,Lean,No,,NoTag,SUB,99.0,Atalanta,,2021.0,,,82.0,71.0,53.0,72.0,31.0,56.0,,,,,,,Speed Dribbler (AI),45,76,63,66,60,74,50,36,40,71,79,84,73,70,55,70,53,49,66,64,40,20,75,55,58,67,,20,16,8,6,14,14,12,72+2,72+2,72+2,70+0,71+0,71+0,71+0,70+0,68+2,68+2,68+2,66+2,58+2,58+2,58+2,66+2,48+2,45+2,45+2,45+2,48+2,46+2,43+2,43+2,43+2,46+2
R. Nelson,20,180,75,England,Arsenal,English Premier League,72,82,5000000,39000,"RW, LW, LM",Right,1,3,4,High/Medium,Lean,Yes,10500000.0,NoTag,RES,24.0,,2016-12-23,2022.0,,,85.0,64.0,66.0,77.0,34.0,53.0,,,,,,,"Flair, Technical Dribbler (AI)",65,69,39,68,55,77,66,67,58,76,85,85,83,64,76,67,41,67,52,54,42,42,70,67,54,60,,37,37,12,12,11,11,15,67+2,67+2,67+2,72+0,71+0,71+0,71+0,72+0,71+2,71+2,71+2,72+2,65+2,65+2,65+2,72+2,58+2,53+2,53+2,53+2,58+2,54+2,43+2,43+2,43+2,54+2
Y. Valery,21,180,85,France,Southampton,English Premier League,72,82,4600000,23000,"RWB, RB",Right,1,2,3,High/High,Lean,Yes,9700000.0,NoTag,SUB,18.0,,2016-08-01,2023.0,,,71.0,52.0,60.0,69.0,71.0,71.0,,,,,,,,66,42,59,64,34,72,55,41,57,66,72,70,66,70,67,69,69,74,69,64,75,72,59,57,41,64,,74,69,12,14,7,11,14,61+2,61+2,61+2,64+0,63+0,63+0,63+0,64+0,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,70+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,70+2,70+2
A. Saelemaekers,21,180,66,Belgium,Milan,Italian Serie A,72,81,4800000,21000,"RW, CAM, LW",Right,1,4,3,Medium/High,Lean,No,9100000.0,NoTag,SUB,56.0,,2020-07-01,2024.0,,,78.0,60.0,71.0,76.0,59.0,60.0,,,,,,,Outside Foot Shot,78,59,45,73,65,76,71,68,70,74,79,77,83,67,73,59,77,65,53,62,67,61,71,64,41,68,,62,58,9,6,9,12,12,65+2,65+2,65+2,72+0,69+0,69+0,69+0,72+0,71+2,71+2,71+2,72+2,69+2,69+2,69+2,72+2,68+2,65+2,65+2,65+2,68+2,66+2,61+2,61+2,61+2,66+2
B. Celina,23,181,66,Kosovo,Dijon FCO,French Ligue 1,72,79,4400000,10000,"CAM, LM, LW",Right,1,3,4,Medium/Medium,Lean,No,9700000.0,NoTag,SUB,9.0,,2020-09-09,2024.0,,,76.0,69.0,70.0,75.0,25.0,58.0,,,,,,,Playmaker (AI),66,68,43,72,55,75,69,74,64,74,78,74,78,67,79,71,47,64,60,72,47,18,64,74,69,68,,27,15,9,15,16,10,8,67+2,67+2,67+2,72+0,71+0,71+0,71+0,72+0,72+2,72+2,72+2,71+2,65+2,65+2,65+2,71+2,51+2,49+2,49+2,49+2,51+2,47+2,38+2,38+2,38+2,47+2
A. Donis,23,178,77,Greece,Stade de Reims,French Ligue 1,72,79,4400000,17000,"ST, RM",Right,1,4,3,High/Low,Normal,No,9700000.0,NoTag,SUB,17.0,,2020-07-01,2024.0,SUB,11.0,86.0,69.0,59.0,79.0,25.0,65.0,,,,,,,"Flair, Speed Dribbler (AI)",57,70,61,68,63,80,53,41,50,80,88,85,75,72,77,70,69,72,63,66,61,20,69,56,69,61,,18,24,8,14,12,15,11,72+2,72+2,72+2,73+0,73+0,73+0,73+0,73+0,71+2,71+2,71+2,72+2,62+2,62+2,62+2,72+2,53+2,48+2,48+2,48+2,53+2,49+2,42+2,42+2,42+2,49+2
E. Mor,22,169,64,Turkey,RC Celta,Spain Primera Division,72,79,4400000,14000,"RM, ST",Left,1,3,4,Medium/Low,Lean,Yes,10100000.0,Acrobat,SUB,11.0,,2017-08-29,2022.0,,,81.0,66.0,61.0,81.0,28.0,49.0,,,,,,,"Flair, Speed Dribbler (AI), Technical Dribbler (AI)",65,68,46,66,65,81,63,38,50,77,84,78,91,66,90,66,64,61,34,65,68,28,67,64,49,65,,21,29,13,10,7,13,6,66+2,66+2,66+2,73+0,71+0,71+0,71+0,73+0,71+2,71+2,71+2,71+2,62+2,62+2,62+2,71+2,54+2,48+2,48+2,48+2,54+2,50+2,40+2,40+2,40+2,50+2
C. Michelin,23,179,70,France,Racing Club de Lens,French Ligue 1,72,79,3900000,21000,"RWB, RB",Right,1,3,3,Medium/Medium,Lean,No,8600000.0,NoTag,RWB,13.0,,2019-06-11,2022.0,,,65.0,50.0,68.0,69.0,67.0,67.0,,,,,,,"Long Throw-in, Early Crosser",72,45,56,73,43,68,75,42,71,71,63,66,65,66,70,58,67,73,63,52,68,67,65,60,48,63,,70,71,15,9,12,15,8,60+2,60+2,60+2,65+0,63+0,63+0,63+0,65+0,65+2,65+2,65+2,67+2,68+2,68+2,68+2,67+2,70+2,69+2,69+2,69+2,70+2,69+2,67+2,67+2,67+2,69+2
Heriberto Tavares,23,181,66,Portugal,Stade Brestois 29,French Ligue 1,72,79,4400000,13000,"RW, RM",Left,1,5,3,High/Medium,Lean,No,9700000.0,NoTag,RM,29.0,,2020-08-12,2024.0,,,81.0,72.0,61.0,76.0,30.0,65.0,,,,,,,"Finesse Shot, Technical Dribbler (AI)",61,69,61,63,67,76,73,70,50,76,79,82,79,73,75,82,56,74,63,72,59,22,69,61,70,70,,33,28,7,13,8,7,8,72+2,72+2,72+2,72+0,72+0,72+0,72+0,72+0,70+2,70+2,70+2,70+2,63+2,63+2,63+2,70+2,54+2,49+2,49+2,49+2,54+2,51+2,44+2,44+2,44+2,51+2
G. Tutino,23,177,76,Italy,Napoli,Italian Serie A,72,78,4300000,36000,"ST, LW",Right,1,3,3,High/Low,Normal,No,8200000.0,NoTag,RES,77.0,,2015-07-15,2024.0,,,77.0,72.0,71.0,75.0,35.0,64.0,,,,,,,"Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI)",70,70,65,72,72,76,72,71,68,75,77,77,76,74,73,75,73,68,66,71,52,25,72,72,75,59,,34,34,15,7,7,13,7,72+2,72+2,72+2,74+0,73+0,73+0,73+0,74+0,73+2,73+2,73+2,73+2,68+2,68+2,68+2,73+2,57+2,54+2,54+2,54+2,57+2,54+2,48+2,48+2,48+2,54+2
L. Mothiba,24,182,76,South Africa,RC Strasbourg Alsace,French Ligue 1,72,78,4300000,19000,ST,Right,1,3,3,High/Medium,Normal,No,9500000.0,NoTag,SUB,12.0,,2018-08-30,2023.0,,,69.0,72.0,60.0,70.0,27.0,68.0,,,,,,,Injury Prone,54,73,70,68,69,71,59,51,53,71,70,69,61,72,67,74,69,70,73,69,55,24,76,61,68,75,,15,12,14,14,11,7,10,72+2,72+2,72+2,69+0,71+0,71+0,71+0,69+0,69+2,69+2,69+2,68+2,62+2,62+2,62+2,68+2,49+2,48+2,48+2,48+2,49+2,46+2,43+2,43+2,43+2,46+2
Francis,24,174,72,Spain,Real Betis,Spain Primera Division,72,78,4300000,14000,"RM, RWB, RB",Right,1,3,3,Medium/Medium,Normal,Yes,9900000.0,NoTag,SUB,26.0,,2016-07-01,2023.0,,,80.0,59.0,68.0,72.0,65.0,59.0,,,,,,,,74,67,45,70,52,72,67,51,64,69,82,79,77,70,78,59,51,68,55,45,59,65,67,66,50,55,,68,67,11,14,9,12,6,65+2,65+2,65+2,70+0,68+0,68+0,68+0,70+0,69+2,69+2,69+2,71+2,67+2,67+2,67+2,71+2,70+2,67+2,67+2,67+2,70+2,69+2,63+2,63+2,63+2,69+2
C. Robinson,25,178,75,Republic of Ireland,West Bromwich Albion,English Premier League,72,76,4100000,52000,"ST, LM, LW",Right,1,3,3,Medium/Medium,Normal,Yes,8500000.0,NoTag,ST,7.0,,2020-09-09,2025.0,SUB,12.0,84.0,72.0,65.0,74.0,34.0,60.0,,,,,,,,69,76,63,65,59,74,57,55,52,73,85,83,82,71,68,70,47,65,65,68,46,25,74,73,61,68,,21,21,14,7,10,14,15,72+2,72+2,72+2,74+0,73+0,73+0,73+0,74+0,72+2,72+2,72+2,72+2,63+2,63+2,63+2,72+2,54+2,50+2,50+2,50+2,54+2,51+2,44+2,44+2,44+2,51+2
David Juncà,26,176,67,Spain,RC Celta,Spain Primera Division,72,75,3400000,15000,"LB, LWB",Left,1,2,2,High/Medium,Normal,Yes,7400000.0,NoTag,SUB,17.0,,2018-07-02,2023.0,,,69.0,45.0,64.0,63.0,67.0,74.0,,,,,,,,73,35,69,72,43,61,59,58,61,61,70,69,72,67,78,61,75,85,70,46,72,69,55,48,55,67,,70,70,10,9,16,8,9,58+2,58+2,58+2,60+0,58+0,58+0,58+0,60+0,59+2,59+2,59+2,63+2,62+2,62+2,62+2,63+2,70+2,68+2,68+2,68+2,70+2,70+2,69+2,69+2,69+2,70+2
M. Hartel,24,177,68,Germany,DSC Arminia Bielefeld,German 1. Bundesliga,72,75,3900000,15000,"CAM, CM, LW",Right,1,4,3,High/High,Lean,No,7300000.0,Engine,LCM,30.0,,2019-07-27,2022.0,,,68.0,64.0,69.0,77.0,31.0,60.0,,,,,,,"Playmaker (AI), Technical Dribbler (AI)",61,61,45,74,67,77,68,52,68,76,77,61,84,71,81,69,56,93,47,66,52,35,67,73,48,62,,28,27,14,15,8,10,12,65+2,65+2,65+2,71+0,70+0,70+0,70+0,71+0,72+2,72+2,72+2,72+2,69+2,69+2,69+2,72+2,57+2,55+2,55+2,55+2,57+2,52+2,42+2,42+2,42+2,52+2
P. Mwene,26,170,68,Austria,1. FSV Mainz 05,German 1. Bundesliga,72,74,3300000,18000,"RB, RM, RWB",Right,1,4,3,High/Medium,Normal,No,6200000.0,NoTag,SUB,23.0,,2018-07-01,2021.0,,,76.0,44.0,61.0,71.0,64.0,62.0,,,,,,,,73,44,39,68,34,69,53,46,53,69,83,71,83,65,91,50,72,84,52,39,59,67,57,48,42,64,,64,74,12,9,11,9,7,56+2,56+2,56+2,64+0,61+0,61+0,61+0,64+0,62+2,62+2,62+2,66+2,62+2,62+2,62+2,66+2,71+2,65+2,65+2,65+2,71+2,70+2,63+2,63+2,63+2,70+2
J. Pohjanpalo,25,184,85,Finland,Bayer 04 Leverkusen,German 1. Bundesliga,72,74,3900000,38000,ST,Right,1,3,3,Medium/Medium,Normal,No,6900000.0,NoTag,RES,17.0,,2014-07-01,2022.0,,,59.0,73.0,56.0,68.0,26.0,70.0,,,,,,,,54,75,74,63,72,67,65,45,45,69,64,54,68,74,66,77,69,64,76,69,62,18,75,52,59,68,,21,18,9,13,7,16,6,72+2,72+2,72+2,66+0,68+0,68+0,68+0,66+0,65+2,65+2,65+2,64+2,58+2,58+2,58+2,64+2,47+2,46+2,46+2,46+2,47+2,44+2,43+2,43+2,43+2,44+2
A. Schöpf,26,178,74,Austria,FC Schalke 04,German 1. Bundesliga,72,74,3700000,19000,"CM, RM, RWB",Right,1,4,3,High/High,Lean,Yes,6600000.0,Engine,RCM,28.0,,2016-01-09,2021.0,,,69.0,69.0,71.0,75.0,63.0,71.0,,,,,,,,71,70,44,75,65,76,69,61,67,75,74,64,74,72,76,68,62,91,65,70,64,65,71,68,64,71,,64,56,13,6,13,11,10,68+2,68+2,68+2,72+0,71+0,71+0,71+0,72+0,72+2,72+2,72+2,73+1,72+2,72+2,72+2,73+1,71+2,69+2,69+2,69+2,71+2,68+2,63+2,63+2,63+2,68+2
B. Decordova-Reid,27,170,68,Jamaica,Fulham,English Premier League,72,73,3600000,63000,"ST, LW, CAM",Right,1,3,3,High/High,Lean,Yes,7100000.0,NoTag,SUB,14.0,,2020-01-24,2023.0,,,78.0,71.0,69.0,77.0,54.0,63.0,,,,,,,"Flair, Long Shot Taker (AI)",67,72,63,72,69,75,61,62,64,74,79,78,88,75,86,66,72,81,60,71,46,56,76,72,70,66,,55,54,8,12,13,8,10,72+1,72+1,72+1,74+,74+,74+,74+,74+,74+,74+,74+,74+,71+2,71+2,71+2,74+,67+2,63+2,63+2,63+2,67+2,65+2,59+2,59+2,59+2,65+2
L. Diony,27,183,82,France,Angers SCO,French Ligue 1,72,73,3600000,18000,"ST, LM",Right,2,3,3,High/Low,Stocky,No,7500000.0,NoTag,ST,11.0,,2020-09-10,2023.0,,,72.0,72.0,62.0,70.0,25.0,72.0,,,,,,,,67,72,68,66,66,71,57,48,44,70,69,74,64,69,72,80,71,64,77,67,68,21,74,67,68,68,,23,15,7,6,8,14,16,72+1,72+1,72+1,70+0,71+0,71+0,71+0,70+0,68+2,68+2,68+2,68+2,61+2,61+2,61+2,68+2,49+2,47+2,47+2,47+2,49+2,46+2,43+2,43+2,43+2,46+2
G. Pandev,36,184,75,North Macedonia,Genoa,Italian Serie A,72,72,1100000,11000,"ST, RW",Left,2,3,3,Medium/Low,Normal,No,2000000.0,NoTag,RS,19.0,,2015-07-07,2021.0,,,44.0,74.0,71.0,79.0,37.0,50.0,,,,,,,"Finesse Shot, Outside Foot Shot, Technical Dribbler (AI)",69,73,68,75,78,82,80,69,65,82,54,36,61,73,72,74,70,32,56,74,52,39,78,71,68,70,,40,35,10,14,10,6,15,72+0,72+0,72+0,72+0,73+,73+,73+,72+0,74+,74+,74+,70+2,68+2,68+2,68+2,70+2,52+2,54+2,54+2,54+2,52+2,49+2,48+2,48+2,48+2,49+2
K. Monnet-Paquet,31,184,81,France,AS Saint-Étienne,French Ligue 1,72,72,2700000,22000,"LM, RWB, RM",Right,2,3,3,Medium/High,Lean,No,5400000.0,NoTag,SUB,22.0,,2014-07-01,2021.0,,,74.0,68.0,70.0,70.0,52.0,70.0,,,,,,,Injury Prone,73,67,63,73,67,70,68,58,64,70,75,74,72,70,69,73,66,74,71,67,64,53,70,69,57,68,,47,58,10,6,9,6,16,70+2,70+2,70+2,71+0,70+0,70+0,70+0,71+0,70+2,70+2,70+2,71+1,68+2,68+2,68+2,71+1,65+2,62+2,62+2,62+2,65+2,63+2,59+2,59+2,59+2,63+2
C. Benteke,29,190,83,Belgium,Crystal Palace,English Premier League,72,72,3100000,39000,ST,Right,3,2,2,Medium/Low,Lean,Yes,5900000.0,Strength,SUB,20.0,,2016-08-20,2021.0,,,57.0,73.0,61.0,64.0,32.0,73.0,,,,,,,"Injury Prone, Power Header",58,72,82,63,67,63,60,64,48,69,54,59,61,69,43,80,82,55,87,69,60,29,74,68,71,69,,25,18,14,5,12,8,5,72+0,72+0,72+0,65+0,68+0,68+0,68+0,65+0,66+3,66+3,66+3,63+3,60+3,60+3,60+3,63+3,47+3,48+3,48+3,48+3,47+3,45+3,48+3,48+3,48+3,45+3
Antoñito,32,175,67,Spain,Real Valladolid CF,Spain Primera Division,72,72,1900000,13000,"RB, RM, RWB",Right,1,4,3,High/Medium,Normal,Yes,4000000.0,NoTag,RB,18.0,,2017-07-08,2021.0,,,79.0,61.0,64.0,71.0,64.0,69.0,,,,,,,Early Crosser,74,62,54,67,62,67,63,59,49,73,82,77,80,68,79,64,76,79,62,55,72,68,65,60,49,62,,63,69,12,15,9,8,13,65+2,65+2,65+2,69+0,67+0,67+0,67+0,69+0,66+2,66+2,66+2,69+2,65+2,65+2,65+2,69+2,71+1,66+2,66+2,66+2,71+1,70+2,66+2,66+2,66+2,70+2
G. Burgstaller,31,187,80,Austria,FC Schalke 04,German 1. Bundesliga,72,72,2800000,21000,ST,Right,1,5,3,High/High,Normal,Yes,4800000.0,NoTag,RES,19.0,,2017-01-12,2022.0,,,55.0,72.0,66.0,69.0,39.0,81.0,,,,,,,"Leadership, Team Player",69,70,74,73,72,70,62,42,58,69,54,55,62,78,63,79,69,85,79,70,84,34,77,64,64,78,,39,21,12,7,14,10,9,72+0,72+0,72+0,69+0,70+0,70+0,70+0,69+0,69+2,69+2,69+2,69+2,67+2,67+2,67+2,69+2,56+2,57+2,57+2,57+2,56+2,53+2,53+2,53+2,53+2,53+2
S. Okazaki,34,174,70,Japan,SD Huesca,Spain Primera Division,72,72,1600000,18000,ST,Right,2,4,3,High/Medium,Normal,Yes,3500000.0,NoTag,ST,12.0,,2019-09-04,2021.0,,,62.0,70.0,68.0,74.0,55.0,66.0,,,,,,,Power Header,66,69,74,74,76,74,53,50,68,73,65,60,76,78,67,75,84,63,63,65,73,48,77,69,70,68,,56,45,10,6,14,6,6,72+0,72+0,72+0,71+0,72+0,72+0,72+0,71+0,72+0,72+0,72+0,71+1,70+2,70+2,70+2,71+1,62+2,63+2,63+2,63+2,62+2,60+2,61+2,61+2,61+2,60+2
M. Leckie,29,181,82,Australia,Hertha BSC,German 1. Bundesliga,72,72,3000000,30000,"RM, LM",Right,2,4,3,High/Medium,Normal,No,5100000.0,NoTag,RES,7.0,,2017-07-01,2021.0,RW,7.0,82.0,66.0,65.0,73.0,54.0,70.0,,,,,,,Speed Dribbler (AI),73,66,73,67,65,74,70,36,56,72,82,82,74,70,78,70,76,68,72,60,67,54,71,65,69,67,,48,40,8,10,8,6,10,71+1,71+1,71+1,72+0,71+0,71+0,71+0,72+0,69+2,69+2,69+2,71+1,65+2,65+2,65+2,71+1,63+2,60+2,60+2,60+2,63+2,62+2,60+2,60+2,60+2,62+2
C. Austin,30,188,84,England,West Bromwich Albion,English Premier League,72,72,3000000,55000,ST,Right,1,2,2,Medium/Low,Normal,Yes,6000000.0,NoTag,SUB,15.0,,2019-08-08,2021.0,,,50.0,75.0,57.0,66.0,36.0,68.0,,,,,,,"Injury Prone, Power Header",56,74,78,62,72,63,59,43,46,73,50,50,62,74,52,80,74,48,78,70,67,44,77,62,83,76,,37,22,9,11,7,9,13,72+0,72+0,72+0,65+0,68+0,68+0,68+0,65+0,66+2,66+2,66+2,63+2,61+2,61+2,61+2,63+2,49+2,51+2,51+2,51+2,49+2,47+2,50+2,50+2,50+2,47+2
A. Ragusa,30,183,77,Italy,Hellas Verona,Italian Serie A,72,72,2900000,21000,"RW, LW",Right,1,3,4,High/Medium,Normal,No,5200000.0,NoTag,RES,90.0,,2019-07-01,2022.0,,,86.0,67.0,66.0,75.0,44.0,64.0,,,,,,,Long Shot Taker (AI),68,66,59,70,70,74,63,51,60,75,85,86,80,69,74,68,65,69,64,69,57,36,68,64,58,71,,40,26,15,10,10,13,8,69+2,69+2,69+2,72+0,71+0,71+0,71+0,72+0,71+1,71+1,71+1,72+0,65+2,65+2,65+2,72+0,59+2,56+2,56+2,56+2,59+2,57+2,52+2,52+2,52+2,57+2
L. Teodorczyk,29,188,86,Poland,Udinese,Italian Serie A,72,72,3100000,14000,ST,Right,2,2,3,High/Medium,Normal,No,5600000.0,NoTag,SUB,91.0,,2018-08-17,2022.0,,,60.0,72.0,59.0,66.0,32.0,74.0,,,,,,,Power Header,57,74,79,66,69,65,50,49,45,69,57,63,60,70,58,76,68,66,78,66,74,24,79,65,65,72,,22,20,15,11,7,7,14,72+0,72+0,72+0,67+0,69+0,69+0,69+0,67+0,67+2,67+2,67+2,65+2,60+2,60+2,60+2,65+2,49+2,49+2,49+2,49+2,49+2,47+2,48+2,48+2,48+2,47+2
L. Carole,29,182,78,France,RC Strasbourg Alsace,French Ligue 1,72,72,2600000,19000,"LWB, LB",Left,1,2,2,High/Medium,Normal,No,5200000.0,NoTag,LB,23.0,,2018-08-17,2021.0,,,74.0,40.0,64.0,72.0,72.0,72.0,,,,,,,,71,28,72,68,35,75,52,34,63,71,73,74,71,66,63,53,80,66,76,44,68,69,70,63,49,59,,73,73,9,14,12,12,13,60+2,60+2,60+2,65+0,64+0,64+0,64+0,65+0,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,70+2,69+2,69+2,69+2,70+2,71+1,72+0,72+0,72+0,71+1
F. Santander,29,187,84,Paraguay,Bologna,Italian Serie A,72,72,3100000,25000,ST,Right,1,2,3,High/Medium,Normal,No,5600000.0,NoTag,SUB,9.0,,2018-07-01,2022.0,,,66.0,72.0,63.0,68.0,32.0,78.0,,,,,,,Power Header,56,74,75,69,67,68,55,55,55,70,67,66,67,69,63,76,81,67,84,64,76,33,76,68,69,72,,19,23,10,7,13,10,12,72+0,72+0,72+0,68+0,70+0,70+0,70+0,68+0,69+2,69+2,69+2,67+2,63+2,63+2,63+2,67+2,51+2,52+2,52+2,52+2,51+2,48+2,49+2,49+2,49+2,48+2
Jesé,27,178,78,Spain,Paris Saint-Germain,French Ligue 1,72,72,3300000,48000,"RW, ST",Right,2,4,4,Medium/Low,Stocky,Yes,6100000.0,NoTag,RES,35.0,,2016-08-08,2021.0,,,73.0,68.0,69.0,77.0,25.0,58.0,,,,,,,"Flair, Technical Dribbler (AI)",68,68,49,71,57,76,74,66,66,82,73,73,72,65,73,73,71,53,68,66,38,33,70,70,68,74,,23,12,13,7,6,13,15,69+2,69+2,69+2,72+0,72+0,72+0,72+0,72+0,72+0,72+0,72+0,71+1,66+2,66+2,66+2,71+1,51+2,49+2,49+2,49+2,51+2,47+2,40+2,40+2,40+2,47+2
Jota,29,180,70,Spain,Aston Villa,English Premier League,72,72,3000000,41000,"RW, RM",Left,1,2,3,High/Low,Lean,Yes,5700000.0,NoTag,SUB,23.0,,2019-06-05,2021.0,,,69.0,68.0,72.0,74.0,31.0,58.0,,,,,,,"Playmaker (AI), Technical Dribbler (AI)",73,71,43,69,43,73,74,69,70,78,70,68,77,68,69,66,48,62,61,68,49,29,71,76,64,66,,26,16,14,14,13,6,8,67+2,67+2,67+2,72+0,71+0,71+0,71+0,72+0,72+0,72+0,72+0,72+0,67+2,67+2,67+2,72+0,53+2,52+2,52+2,52+2,53+2,49+2,42+2,42+2,42+2,49+2
R. Alioui,28,186,82,Morocco,Angers SCO,French Ligue 1,72,72,3200000,19000,ST,Right,1,3,3,High/Medium,Normal,No,6400000.0,NoTag,SUB,7.0,,2019-07-01,2022.0,,,68.0,74.0,62.0,68.0,33.0,69.0,,,,,,,"Power Free-Kick, Flair, Long Shot Taker (AI), Outside Foot Shot",57,75,67,68,61,69,63,74,45,70,66,69,69,69,44,85,73,63,79,71,49,36,74,66,55,68,,19,11,15,15,11,6,7,72+0,72+0,72+0,69+0,71+0,71+0,71+0,69+0,68+2,68+2,68+2,67+2,61+2,61+2,61+2,67+2,51+2,49+2,49+2,49+2,51+2,47+2,46+2,46+2,46+2,47+2
