short_name,age,height_cm,weight_kg,nationality,club_name,league_name,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
C. Tătărușanu,34,198,90,Romania,Milan,Italian Serie A,78,78,4500000,30000,GK,Right,2,3,1,Medium/Medium,Lean,No,7700000.0,NoTag,SUB,1.0,,2020-09-11,2023.0,GK,12.0,,,,,,,79.0,76.0,75.0,80.0,44.0,77.0,CautiousWithCrosses,13,15,15,36,11,16,11,11,36,19,46,43,51,74,38,56,65,42,73,12,33,26,13,47,16,44,,15,12,79,76,75,77,80,30+2,30+2,30+2,28+0,30+0,30+0,30+0,28+0,31+2,31+2,31+2,30+2,33+2,33+2,33+2,30+2,28+2,32+2,32+2,32+2,28+2,28+2,29+2,29+2,29+2,28+2
R. Olsen,30,196,86,Sweden,Roma,Italian Serie A,78,78,7000000,38000,GK,Right,1,2,1,Medium/Medium,Normal,Yes,11900000.0,NoTag,RES,1.0,,2018-07-24,2023.0,GK,1.0,,,,,,,78.0,77.0,76.0,78.0,36.0,78.0,NoTag,20,11,16,32,16,11,18,16,37,18,31,40,32,73,33,57,40,37,75,14,27,20,13,55,26,45,,12,16,78,77,76,78,78,29+2,29+2,29+2,26+0,28+0,28+0,28+0,26+0,30+2,30+2,30+2,28+2,32+2,32+2,32+2,28+2,27+2,31+2,31+2,31+2,27+2,27+2,28+2,28+2,28+2,27+2
E. Audero,23,192,83,Italy,Sampdoria,Italian Serie A,77,87,11500000,13000,GK,Right,1,2,1,Medium/Medium,Normal,No,23000000.0,NoTag,GK,1.0,,2019-02-27,2023.0,,,,,,,,,80.0,73.0,73.0,80.0,52.0,74.0,CautiousWithCrosses,13,16,19,29,18,19,12,12,19,18,55,49,53,75,51,55,65,25,55,19,24,11,9,30,22,56,,10,10,80,73,73,74,80,30+2,30+2,30+2,28+0,29+0,29+0,29+0,28+0,28+2,28+2,28+2,28+2,25+2,25+2,25+2,28+2,24+2,23+2,23+2,23+2,24+2,24+2,23+2,23+2,23+2,24+2
J. Omlin,26,189,80,Switzerland,Montpellier HSC,French Ligue 1,77,82,8500000,24000,GK,Right,1,4,1,Medium/Medium,Lean,No,17600000.0,NoTag,GK,1.0,,2020-08-12,2025.0,SUB,21.0,,,,,,,77.0,75.0,73.0,79.0,50.0,75.0,"RushesOutOfGoal,SaveswithFeet",24,17,24,45,15,27,21,16,35,31,49,51,32,74,51,55,75,35,72,18,19,25,17,48,27,57,,21,24,77,75,73,75,79,35+2,35+2,35+2,34+0,36+0,36+0,36+0,34+0,37+2,37+2,37+2,36+2,37+2,37+2,37+2,36+2,34+2,35+2,35+2,35+2,34+2,33+2,33+2,33+2,33+2,33+2
G. Larsonneur,23,181,70,France,Stade Brestois 29,French Ligue 1,77,82,9000000,13000,GK,Right,1,2,1,Medium/Medium,Lean,No,18700000.0,NoTag,GK,1.0,,2017-07-01,2023.0,,,,,,,,,79.0,78.0,72.0,78.0,52.0,74.0,"SolidPlayer,Leadership,TeamPlayer,SaveswithFeet",18,19,14,29,20,20,11,11,26,22,51,53,60,69,65,54,70,35,59,12,22,17,17,25,21,51,,20,12,79,78,72,74,78,31+2,31+2,31+2,29+0,30+0,30+0,30+0,29+0,29+2,29+2,29+2,30+2,27+2,27+2,27+2,30+2,28+2,27+2,27+2,27+2,28+2,27+2,26+2,26+2,26+2,27+2
T. Horn,27,192,90,Germany,1. FC Köln,German 1. Bundesliga,77,80,8000000,21000,GK,Left,2,2,1,Medium/Medium,Normal,Yes,15000000.0,NoTag,GK,1.0,,2011-07-01,2023.0,,,,,,,,,78.0,78.0,60.0,79.0,48.0,73.0,CautiousWithCrosses,19,13,14,30,14,20,12,15,29,22,45,51,50,79,31,45,64,31,67,17,41,22,15,45,21,25,,13,12,78,78,60,73,79,30+2,30+2,30+2,30+0,31+0,31+0,31+0,30+0,32+2,32+2,32+2,31+2,31+2,31+2,31+2,31+2,28+2,30+2,30+2,30+2,28+2,27+2,28+2,28+2,28+2,27+2
P. Gazzaniga,28,196,90,Argentina,Tottenham Hotspur,English Premier League,77,80,8000000,59000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,15800000.0,NoTag,RES,22.0,,2017-08-23,2022.0,,,,,,,,,80.0,76.0,84.0,80.0,64.0,77.0,NoTag,23,12,14,49,8,20,33,21,54,32,63,65,64,59,52,63,66,45,67,19,40,19,13,63,41,61,,21,14,80,76,84,77,80,33+2,33+2,33+2,35+0,36+0,36+0,36+0,35+0,40+2,40+2,40+2,38+2,41+2,41+2,41+2,38+2,34+2,37+2,37+2,37+2,34+2,33+2,32+2,32+2,32+2,33+2
Sergio Rico,26,195,90,Spain,Paris Saint-Germain,French Ligue 1,77,79,7500000,49000,GK,Right,2,3,1,Medium/Medium,Lean,Yes,14400000.0,NoTag,SUB,16.0,,2020-09-05,2024.0,,,,,,,,,77.0,74.0,77.0,80.0,47.0,74.0,CautiousWithCrosses,17,14,11,28,15,14,24,20,26,12,48,46,62,74,43,58,63,36,52,12,27,19,11,53,24,60,,11,11,77,74,77,74,80,28+2,28+2,28+2,27+0,28+0,28+0,28+0,27+0,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,26+2,27+2,27+2,27+2,26+2,26+2,24+2,24+2,24+2,26+2
Jaume,29,185,73,Spain,Valencia CF,Spain Primera Division,77,78,7000000,26000,GK,Right,1,3,1,Medium/Medium,Lean,Yes,15200000.0,NoTag,SUB,1.0,,2013-09-24,2023.0,,,,,,,,,77.0,76.0,75.0,79.0,58.0,76.0,TeamPlayer,30,11,16,32,18,13,25,13,32,32,58,58,60,71,59,56,72,40,68,12,21,25,16,43,25,56,,12,22,77,76,75,76,79,32+2,32+2,32+2,32+0,32+0,32+0,32+0,32+0,33+2,33+2,33+2,34+2,32+2,32+2,32+2,34+2,33+2,32+2,32+2,32+2,33+2,33+2,30+2,30+2,30+2,33+2
R. Jarstein,35,190,86,Norway,Hertha BSC,German 1. Bundesliga,77,77,2400000,21000,GK,Right,2,4,1,Medium/Medium,Normal,Yes,4100000.0,NoTag,SUB,22.0,,2014-01-01,2021.0,GK,1.0,,,,,,,80.0,73.0,71.0,77.0,43.0,80.0,ComesForCrosses,18,13,16,30,16,17,10,14,30,25,40,46,35,70,45,53,59,31,70,18,34,19,15,49,13,50,,11,13,80,73,71,80,77,30+2,30+2,30+2,28+0,30+0,30+0,30+0,28+0,31+2,31+2,31+2,30+2,31+2,31+2,31+2,30+2,26+2,29+2,29+2,29+2,26+2,26+2,27+2,27+2,27+2,26+2
C. Bravo,37,184,80,Chile,Real Betis,Spain Primera Division,77,77,900000,12000,GK,Right,3,3,1,Medium/Medium,Normal,Yes,1900000.0,NoTag,GK,25.0,,2020-08-30,2022.0,GK,1.0,,,,,,,77.0,76.0,84.0,77.0,56.0,75.0,LongPasser(AI),12,13,18,56,11,22,25,38,54,32,58,54,63,72,62,63,81,39,69,17,40,23,16,69,23,64,,18,19,77,76,84,75,77,35+3,35+3,35+3,36+0,38+0,38+0,38+0,36+0,43+3,43+3,43+3,39+3,44+3,44+3,44+3,39+3,33+3,39+3,39+3,39+3,33+3,32+3,33+3,33+3,33+3,32+3
R. Fährmann,31,197,98,Germany,FC Schalke 04,German 1. Bundesliga,77,77,5500000,21000,GK,Right,2,1,1,Medium/Medium,Normal,Yes,9400000.0,NoTag,GK,1.0,,2011-07-01,2023.0,,,,,,,,,79.0,78.0,44.0,78.0,43.0,77.0,"ComesForCrosses,SaveswithFeet",14,11,15,25,11,15,18,11,26,24,38,47,39,75,36,33,71,32,71,9,36,23,11,42,21,61,,12,10,79,78,44,77,78,27+2,27+2,27+2,26+0,27+0,27+0,27+0,26+0,28+2,28+2,28+2,28+2,28+2,28+2,28+2,28+2,26+2,28+2,28+2,28+2,26+2,25+2,28+2,28+2,28+2,25+2
A. McCarthy,30,193,79,England,Southampton,English Premier League,77,77,6000000,39000,GK,Right,1,2,1,Medium/Medium,Lean,Yes,11400000.0,NoTag,GK,1.0,,2016-08-01,2022.0,,,,,,,,,77.0,75.0,64.0,81.0,57.0,75.0,NoTag,11,17,16,33,12,17,15,18,35,17,58,56,35,71,43,48,68,35,63,14,35,22,16,50,41,61,,13,12,77,75,64,75,81,31+2,31+2,31+2,29+0,31+0,31+0,31+0,29+0,32+2,32+2,32+2,31+2,32+2,32+2,32+2,31+2,27+2,30+2,30+2,30+2,27+2,27+2,27+2,27+2,27+2,27+2
M. Silvestri,29,191,80,Italy,Hellas Verona,Italian Serie A,77,77,6500000,22000,GK,Right,1,3,1,Medium/Medium,Lean,No,11700000.0,NoTag,GK,1.0,,2017-07-20,2021.0,,,,,,,,,79.0,75.0,65.0,79.0,60.0,77.0,ComesForCrosses,12,20,12,22,20,18,16,11,20,20,58,61,65,70,34,49,74,34,60,16,31,11,14,49,16,50,,18,16,79,75,65,77,79,31+2,31+2,31+2,30+0,31+0,31+0,31+0,30+0,31+2,31+2,31+2,30+2,28+2,28+2,28+2,30+2,26+2,25+2,25+2,25+2,26+2,26+2,25+2,25+2,25+2,26+2
L. Sepe,29,185,75,Italy,Parma,Italian Serie A,77,77,6500000,26000,GK,Left,1,2,1,Medium/Medium,Normal,No,11700000.0,NoTag,GK,1.0,,2020-09-01,2024.0,,,,,,,,,79.0,75.0,71.0,80.0,47.0,75.0,"GKLongThrow,ComesForCrosses",12,14,13,32,18,14,13,12,31,22,49,46,46,73,34,53,57,27,68,19,12,20,10,43,17,63,,19,19,79,75,71,75,80,30+2,30+2,30+2,28+0,29+0,29+0,29+0,28+0,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,28+2,30+2,30+2,30+2,28+2,28+2,29+2,29+2,29+2,28+2
R. Gikiewicz,32,190,81,Poland,FC Augsburg,German 1. Bundesliga,77,77,5500000,21000,GK,Right,1,2,1,Medium/Medium,Normal,Yes,9900000.0,NoTag,GK,1.0,,2020-07-01,2022.0,,,,,,,,,78.0,73.0,64.0,80.0,28.0,74.0,NoTag,18,13,39,24,15,18,19,12,20,19,27,29,38,75,40,48,66,20,68,13,22,12,12,48,19,31,,14,13,78,73,64,74,80,30+2,30+2,30+2,25+0,28+0,28+0,28+0,25+0,28+2,28+2,28+2,26+2,27+2,27+2,27+2,26+2,23+2,25+2,25+2,25+2,23+2,23+2,28+2,28+2,28+2,23+2
F. Müller,22,192,85,Germany,SC Freiburg,German 1. Bundesliga,76,83,8000000,15000,GK,Left,1,3,1,Medium/Medium,Normal,Yes,,NoTag,GK,21.0,1. FSV Mainz 05,,2021.0,,,,,,,,,75.0,73.0,71.0,80.0,43.0,73.0,CautiousWithCrosses,12,11,11,32,10,18,13,12,28,24,43,43,42,74,41,53,58,34,67,12,25,19,11,42,19,38,,11,12,75,73,71,73,80,29+2,29+2,29+2,27+0,29+0,29+0,29+0,27+0,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,27+2,29+2,29+2,29+2,27+2,26+2,27+2,27+2,27+2,26+2
Rubén Blanco,24,188,70,Spain,RC Celta,Spain Primera Division,76,82,8000000,14000,GK,Right,1,3,1,Medium/Medium,Lean,Yes,18400000.0,NoTag,SUB,13.0,,2012-07-01,2023.0,,,,,,,,,79.0,75.0,73.0,74.0,53.0,76.0,NoTag,18,18,15,35,19,17,18,13,29,10,54,52,52,66,57,55,62,44,35,15,22,22,11,37,22,57,,11,11,79,75,73,76,74,28+2,28+2,28+2,28+0,28+0,28+0,28+0,28+0,29+2,29+2,29+2,29+2,28+2,28+2,28+2,29+2,29+2,27+2,27+2,27+2,29+2,28+2,24+2,24+2,24+2,28+2
Z. Steffen,25,191,86,United States,Manchester City,English Premier League,76,82,8000000,64000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,16400000.0,NoTag,SUB,13.0,,2019-07-01,2022.0,GK,1.0,,,,,,,77.0,72.0,73.0,83.0,53.0,71.0,SaveswithFeet,14,9,13,51,8,15,13,11,52,31,54,52,58,72,49,55,71,39,69,12,31,19,9,57,37,56,,12,12,77,72,73,71,83,31+2,31+2,31+2,32+0,33+0,33+0,33+0,32+0,37+2,37+2,37+2,35+2,39+2,39+2,39+2,35+2,30+2,35+2,35+2,35+2,30+2,29+2,28+2,28+2,28+2,29+2
L. Skorupski,29,187,84,Poland,Bologna,Italian Serie A,76,78,6500000,24000,GK,Right,2,2,1,Medium/Medium,Normal,No,12200000.0,NoTag,GK,28.0,,2018-07-01,2023.0,SUB,12.0,,,,,,,80.0,75.0,54.0,81.0,51.0,75.0,ComesForCrosses,19,11,10,29,17,18,12,19,26,23,51,51,48,68,38,41,66,31,58,15,33,17,13,32,22,58,,12,12,80,75,54,75,81,28+2,28+2,28+2,28+0,28+0,28+0,28+0,28+0,28+2,28+2,28+2,29+2,27+2,27+2,27+2,29+2,27+2,27+2,27+2,27+2,27+2,26+2,26+2,26+2,26+2,26+2
F. Rønnow,27,190,80,Denmark,Eintracht Frankfurt,German 1. Bundesliga,76,78,6500000,20000,GK,Right,1,2,1,Medium/Medium,Lean,No,11500000.0,NoTag,SUB,32.0,,2018-07-01,2022.0,SUB,22.0,,,,,,,77.0,72.0,67.0,78.0,46.0,76.0,RushesOutOfGoal,14,9,12,25,7,13,16,7,30,12,48,45,34,76,40,50,63,32,67,13,17,12,14,48,17,31,,11,13,77,72,67,76,78,27+2,27+2,27+2,25+0,27+0,27+0,27+0,25+0,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,24+2,25+2,25+2,25+2,24+2,24+2,24+2,24+2,24+2,24+2
A. Gomis,26,196,80,Senegal,Dijon FCO,French Ligue 1,76,78,6500000,12000,GK,Right,1,3,1,Medium/Medium,Lean,No,13500000.0,NoTag,GK,16.0,,2019-08-19,2024.0,,,,,,,,,77.0,77.0,70.0,75.0,42.0,75.0,NoTag,15,16,11,34,11,15,12,12,35,24,43,41,60,69,54,53,81,33,57,15,16,21,16,61,23,57,,14,10,77,77,70,75,75,29+2,29+2,29+2,30+0,31+0,31+0,31+0,30+0,34+2,34+2,34+2,31+2,34+2,34+2,34+2,31+2,27+2,30+2,30+2,30+2,27+2,26+2,26+2,26+2,26+2,26+2
Sergio Herrera,27,192,82,Spain,CA Osasuna,Spain Primera Division,76,78,6500000,22000,GK,Right,1,3,1,Medium/Medium,Lean,No,14100000.0,NoTag,GK,1.0,,2017-07-12,2021.0,,,,,,,,,77.0,76.0,73.0,76.0,47.0,73.0,ComesForCrosses,20,16,14,24,16,15,21,21,21,27,45,49,45,73,45,55,56,42,67,14,25,12,13,33,32,53,,17,18,77,76,73,73,76,31+2,31+2,31+2,28+0,29+0,29+0,29+0,28+0,28+2,28+2,28+2,29+2,27+2,27+2,27+2,29+2,28+2,27+2,27+2,27+2,28+2,28+2,27+2,27+2,27+2,28+2
J. Zoet,29,189,88,Netherlands,Spezia,Italian Serie A,76,77,6000000,31000,GK,Right,2,4,1,Medium/Medium,Normal,No,11300000.0,NoTag,GK,1.0,,2020-09-08,2022.0,,,,,,,,,76.0,74.0,76.0,78.0,50.0,76.0,ComesForCrosses,17,12,19,37,19,15,13,20,37,34,55,45,54,71,42,57,57,40,67,17,18,21,11,57,27,61,,18,16,76,74,76,76,78,32+2,32+2,32+2,31+0,33+0,33+0,33+0,31+0,35+2,35+2,35+2,33+2,36+2,36+2,36+2,33+2,31+2,34+2,34+2,34+2,31+2,31+2,30+2,30+2,30+2,31+2
Y. Bounou,29,192,78,Morocco,Sevilla FC,Spain Primera Division,76,77,6000000,20000,GK,Left,1,2,1,Medium/Medium,Lean,Yes,13100000.0,NoTag,SUB,13.0,,2020-09-04,2024.0,,,,,,,,,75.0,76.0,74.0,76.0,35.0,75.0,GKLongThrow,15,14,14,39,13,20,12,19,44,12,37,34,38,76,29,56,48,43,69,19,25,12,10,60,24,57,,18,15,75,76,74,75,76,29+2,29+2,29+2,27+0,30+0,30+0,30+0,27+0,33+2,33+2,33+2,30+2,35+2,35+2,35+2,30+2,27+2,32+2,32+2,32+2,27+2,26+2,27+2,27+2,27+2,26+2
F. Forster,32,201,93,England,Southampton,English Premier League,76,76,4700000,36000,GK,Right,2,5,1,Medium/Medium,Normal,Yes,8900000.0,NoTag,SUB,44.0,,2014-08-09,2022.0,,,,,,,,,76.0,72.0,65.0,80.0,31.0,75.0,NoTag,19,13,13,27,19,20,10,19,19,33,26,35,44,78,42,49,69,29,80,12,50,22,13,48,22,54,,13,12,76,72,65,75,80,30+2,30+2,30+2,28+0,30+0,30+0,30+0,28+0,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,26+2,30+2,30+2,30+2,26+2,25+2,30+2,30+2,30+2,25+2
A. Oukidja,31,184,80,Algeria,FC Metz,French Ligue 1,76,76,4900000,15000,GK,Right,1,3,1,Medium/Medium,Normal,No,9800000.0,NoTag,GK,16.0,,2018-07-01,2023.0,,,,,,,,,76.0,71.0,65.0,81.0,46.0,76.0,ComesForCrosses,13,14,16,25,15,15,11,18,26,13,48,45,54,68,58,49,67,35,70,19,26,18,11,31,24,56,,19,13,76,71,65,76,81,28+2,28+2,28+2,25+0,26+0,26+0,26+0,25+0,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,25+2,26+2,26+2,26+2,25+2,25+2,27+2,27+2,27+2,25+2
O. Karnezis,34,190,81,Greece,LOSC Lille,French Ligue 1,76,76,3400000,24000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,6500000.0,NoTag,SUB,1.0,,2020-09-04,2023.0,,,,,,,,,76.0,75.0,71.0,77.0,39.0,76.0,NoTag,19,16,24,22,14,15,11,11,36,23,44,34,45,72,49,53,64,33,66,18,18,23,10,47,21,60,,15,24,76,75,71,76,77,30+2,30+2,30+2,27+0,29+0,29+0,29+0,27+0,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,28+2,29+2,29+2,29+2,28+2,28+2,29+2,29+2,29+2,28+2
L. Chichizola,30,185,80,Argentina,Getafe CF,Spain Primera Division,76,76,5000000,20000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,10500000.0,NoTag,SUB,25.0,,2018-07-04,2021.0,,,,,,,,,76.0,75.0,69.0,78.0,52.0,74.0,NoTag,11,16,17,14,14,17,15,14,13,15,49,54,64,69,44,52,74,31,52,17,15,16,14,42,25,57,,12,11,76,75,69,74,78,29+2,29+2,29+2,27+0,28+0,28+0,28+0,27+0,27+2,27+2,27+2,26+2,23+2,23+2,23+2,26+2,24+2,22+2,22+2,22+2,24+2,24+2,23+2,23+2,23+2,24+2
Adrián,33,190,80,Spain,Liverpool,English Premier League,76,76,4200000,52000,GK,Right,2,2,1,Medium/Medium,Normal,Yes,7800000.0,NoTag,SUB,13.0,,2019-08-05,2021.0,,,,,,,,,79.0,72.0,68.0,80.0,45.0,72.0,SaveswithFeet,12,16,15,21,12,15,12,17,32,23,46,44,53,72,48,51,69,38,63,20,38,25,12,32,44,59,,19,14,79,72,68,72,80,29+2,29+2,29+2,26+0,28+0,28+0,28+0,26+0,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,27+2,30+2,30+2,30+2,27+2,27+2,29+2,29+2,29+2,27+2
Joel Robles,30,195,90,Spain,Real Betis,Spain Primera Division,76,76,5000000,17000,GK,Right,1,2,1,Medium/Medium,Normal,Yes,10500000.0,NoTag,SUB,1.0,,2018-07-05,2022.0,,,,,,,,,78.0,73.0,72.0,80.0,53.0,73.0,NoTag,12,11,12,15,13,18,11,20,26,25,50,56,50,70,39,54,59,25,72,11,23,22,13,41,15,54,,11,14,78,73,72,73,80,29+2,29+2,29+2,27+0,29+0,29+0,29+0,27+0,28+2,28+2,28+2,28+2,26+2,26+2,26+2,28+2,25+2,25+2,25+2,25+2,25+2,25+2,26+2,26+2,26+2,25+2
M. Sportiello,28,192,87,Italy,Atalanta,Italian Serie A,76,76,5500000,36000,GK,Right,2,2,1,Medium/Medium,Lean,No,9400000.0,NoTag,SUB,57.0,,2012-06-22,2021.0,,,,,,,,,76.0,74.0,68.0,78.0,43.0,76.0,NoTag,13,18,18,32,12,19,14,21,19,22,48,38,55,74,58,51,68,37,66,17,23,29,18,44,21,59,,17,13,76,74,68,76,78,31+2,31+2,31+2,29+0,31+0,31+0,31+0,29+0,31+2,31+2,31+2,30+2,31+2,31+2,31+2,30+2,29+2,31+2,31+2,31+2,29+2,29+2,31+2,31+2,31+2,29+2
A. Lunin,21,192,87,Ukraine,Real Madrid,Spain Primera Division,75,87,9500000,50000,GK,Right,1,3,1,Medium/Medium,Normal,No,21400000.0,NoTag,SUB,29.0,,2018-07-02,2024.0,,,,,,,,,72.0,71.0,74.0,77.0,37.0,75.0,"RushesOutOfGoal,SaveswithFeet",15,8,12,25,12,11,14,15,26,15,39,35,36,74,25,56,56,32,61,7,22,19,11,60,19,56,,13,11,72,71,74,75,77,26+2,26+2,26+2,24+0,27+0,27+0,27+0,24+0,28+2,28+2,28+2,26+2,29+2,29+2,29+2,26+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2
A. Nübel,23,193,86,Germany,FC Bayern München,German 1. Bundesliga,75,85,8500000,34000,GK,Right,1,5,1,Medium/Medium,Normal,Yes,15700000.0,NoTag,SUB,35.0,,2020-07-01,2025.0,,,,,,,,,75.0,65.0,71.0,85.0,47.0,76.0,SaveswithFeet,15,18,13,29,13,18,20,20,18,20,49,46,34,70,58,53,61,39,70,18,23,20,10,22,16,32,,14,13,75,65,71,76,85,30+2,30+2,30+2,26+0,28+0,28+0,28+0,26+0,26+2,26+2,26+2,27+2,26+2,26+2,26+2,27+2,28+2,27+2,27+2,27+2,28+2,27+2,28+2,28+2,28+2,27+2
W. Faríñez,22,175,84,Venezuela,Racing Club de Lens,French Ligue 1,75,85,8500000,22000,GK,Right,1,3,1,Medium/Medium,Normal,No,18700000.0,NoTag,SUB,30.0,,2018-01-01,2022.0,GK,1.0,,,,,,,73.0,70.0,69.0,78.0,53.0,74.0,NoTag,18,19,17,25,15,14,22,18,29,25,51,54,69,67,65,52,75,41,51,20,23,17,15,66,23,45,,16,21,73,70,69,74,78,31+2,31+2,31+2,31+0,32+0,32+0,32+0,31+0,34+2,34+2,34+2,32+2,33+2,33+2,33+2,32+2,29+2,29+2,29+2,29+2,29+2,30+2,28+2,28+2,28+2,30+2
I. Radu,23,188,78,Romania,Inter,Italian Serie A,75,85,8500000,43000,GK,Right,1,2,1,Medium/Medium,Lean,Yes,15700000.0,NoTag,RES,97.0,,2013-08-13,2021.0,,,,,,,,,79.0,69.0,72.0,80.0,40.0,75.0,ComesForCrosses,13,18,16,24,16,15,16,15,26,17,42,38,43,65,40,54,59,32,58,17,22,14,9,37,15,56,,19,15,79,69,72,75,80,28+2,28+2,28+2,25+0,26+0,26+0,26+0,25+0,26+2,26+2,26+2,25+2,26+2,26+2,26+2,25+2,24+2,25+2,25+2,25+2,24+2,24+2,25+2,25+2,25+2,24+2
A. Ramsdale,22,188,77,England,Sheffield United,English Premier League,75,83,7500000,20000,GK,Right,1,2,1,Medium/Medium,Normal,Yes,15800000.0,NoTag,GK,1.0,,2020-08-19,2024.0,,,,,,,,,76.0,73.0,69.0,77.0,49.0,73.0,NoTag,15,14,15,31,16,18,17,16,33,28,47,50,53,72,49,52,66,35,59,15,35,20,11,47,25,55,,16,15,76,73,69,73,77,30+2,30+2,30+2,30+0,31+0,31+0,31+0,30+0,32+2,32+2,32+2,31+2,32+2,32+2,32+2,31+2,29+2,31+2,31+2,31+2,29+2,28+2,28+2,28+2,28+2,28+2
B. Drągowski,22,188,74,Poland,Fiorentina,Italian Serie A,75,82,7000000,27000,GK,Right,1,2,1,Medium/Medium,Lean,No,13300000.0,NoTag,GK,69.0,,2016-07-04,2023.0,,,,,,,,,76.0,72.0,70.0,78.0,44.0,74.0,NoTag,19,12,13,35,12,20,12,20,32,18,46,42,33,72,54,53,57,34,56,18,19,21,15,62,21,65,,16,16,76,72,70,74,78,29+2,29+2,29+2,29+0,31+0,31+0,31+0,29+0,33+2,33+2,33+2,31+2,34+2,34+2,34+2,31+2,29+2,30+2,30+2,30+2,29+2,28+2,27+2,27+2,27+2,28+2
G. Kobel,22,194,88,Switzerland,VfB Stuttgart,German 1. Bundesliga,75,82,7000000,14000,GK,Right,1,2,1,Medium/Medium,Normal,No,14000000.0,NoTag,GK,1.0,,2020-07-28,2024.0,,,,,,,,,75.0,71.0,75.0,78.0,26.0,73.0,RushesOutOfGoal,13,10,13,39,10,24,13,12,33,34,26,26,34,74,24,56,34,21,68,10,24,14,10,55,12,62,,15,15,75,71,75,73,78,29+2,29+2,29+2,28+0,31+0,31+0,31+0,28+0,34+2,34+2,34+2,30+2,34+2,34+2,34+2,30+2,25+2,31+2,31+2,31+2,25+2,24+2,26+2,26+2,26+2,24+2
S. Johnstone,27,193,85,England,West Bromwich Albion,English Premier League,75,79,6000000,50000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,12500000.0,NoTag,GK,1.0,,2018-07-03,2022.0,,,,,,,,,79.0,74.0,70.0,77.0,41.0,73.0,SolidPlayer,17,11,17,27,15,16,16,17,35,18,45,38,55,66,27,53,63,42,68,16,24,17,11,48,42,32,,17,20,79,74,70,73,77,28+2,28+2,28+2,26+0,28+0,28+0,28+0,26+0,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,28+2,29+2,29+2,29+2,28+2,27+2,28+2,28+2,28+2,27+2
R. Zentner,25,194,96,Germany,1. FSV Mainz 05,German 1. Bundesliga,75,79,6500000,18000,GK,Right,1,3,1,Medium/Medium,Stocky,No,12200000.0,NoTag,GK,27.0,,2017-05-17,2023.0,,,,,,,,,74.0,72.0,64.0,79.0,65.0,74.0,"Leadership,ComesForCrosses",17,14,18,30,15,13,14,16,26,19,65,65,30,73,45,48,60,27,81,13,38,18,10,22,25,32,,17,13,74,72,64,74,79,31+2,31+2,31+2,28+0,28+0,28+0,28+0,28+0,27+2,27+2,27+2,29+2,26+2,26+2,26+2,29+2,29+2,29+2,29+2,29+2,29+2,29+2,31+2,31+2,31+2,29+2
S. Ortega,27,185,88,Germany,DSC Arminia Bielefeld,German 1. Bundesliga,75,78,6000000,17000,GK,Right,1,4,1,Medium/Medium,Normal,No,11300000.0,NoTag,GK,1.0,,2017-07-01,2022.0,,,,,,,,,72.0,70.0,80.0,78.0,52.0,75.0,"Leadership,RushesOutOfGoal,SaveswithFeet",18,15,20,38,13,20,16,12,53,39,51,53,42,76,54,60,73,32,73,12,29,27,10,56,24,60,,12,15,72,70,80,75,78,34+2,34+2,34+2,33+0,35+0,35+0,35+0,33+0,37+2,37+2,37+2,36+2,39+2,39+2,39+2,36+2,32+2,37+2,37+2,37+2,32+2,32+2,33+2,33+2,33+2,32+2
